
"QS302EW - General health"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: General health","Very good health","Good health","Fair health","Bad health","Very bad health"
"SY3  7",7834,3837,2628,1020,270,79
"SY3  8",8820,4373,2924,1089,297,137
"SY3  9",5028,2374,1728,664,198,64
"SY4  1",3120,1682,1022,316,82,18
"SY4  2",2806,1463,947,299,73,24
"SY4  3",3967,1906,1380,520,118,43
"SY4  4",5870,2922,1917,739,229,63
"SY4  5",8777,4100,3049,1183,360,85
"SY5  0",6433,2996,2263,860,249,65
"SY5  6",3890,1922,1303,492,133,40
"SY5  7",3172,1729,1009,340,76,18
"SY5  8",3128,1425,1129,417,123,34
"SY5  9",4665,2303,1656,522,147,37
"SY6  6",4113,1709,1519,667,167,51
"SY6  7",2441,1133,878,325,88,17
"SY7  0",3547,1591,1272,524,122,38
"SY7  8",3623,1679,1320,469,123,32
"SY7  9",4714,2048,1731,678,204,53
"SY8  1",8438,3535,2970,1346,469,118
"SY8  2",3414,1545,1252,467,113,37
"SY8  3",3423,1545,1222,490,132,34
"SY8  4",3358,1553,1240,441,100,24
"SY9  5",2895,1292,1078,397,97,31
"TA1  1",5752,2790,1974,740,194,54
"TA1  2",12921,5773,4587,1811,621,129
"TA1  3",8033,3817,2667,1134,328,87
"TA1  4",6096,2881,2166,803,190,56
"TA1  5",6671,2920,2366,1021,275,89
"TA10 0",3950,1864,1386,537,132,31
"TA10 9",5320,2408,1829,777,251,55
"TA11 6",6430,3003,2250,886,226,65
"TA11 7",2736,1286,937,380,105,28
"TA12 6",6353,2953,2192,912,229,67
"TA13 5",3973,1763,1434,578,168,30
"TA14 6",2986,1393,1033,445,92,23
"TA15 6",831,401,279,107,34,10
"TA16 5",1979,897,687,309,70,16
"TA17 8",442,190,169,67,13,3
"TA18 7",3838,1707,1387,576,132,36
"TA18 8",6201,2587,2313,973,260,68
"TA19 0",5772,2453,2170,892,209,48
"TA19 9",5916,2777,2084,813,195,47
"TA2  6",8551,4383,2990,864,260,54
"TA2  7",10017,4262,3482,1618,509,146
"TA2  8",7956,4089,2601,919,264,83
"TA20 1",7780,3215,2986,1206,288,85
"TA20 2",7552,3090,2802,1216,356,88
"TA20 3",2690,1202,1027,353,86,22
"TA20 4",2310,1041,865,297,81,26
"TA21 0",4092,2085,1379,478,117,33
"TA21 8",7262,3133,2550,1178,319,82
"TA21 9",6801,3079,2403,948,280,91
"TA22 9",2619,1115,928,415,130,31
"TA23 0",5681,2320,2017,923,331,90
"TA24 5",6406,2591,2365,1082,288,80
"TA24 6",5373,2067,1963,971,293,79
"TA24 7",1846,831,673,267,61,14
"TA24 8",5025,1908,1878,891,275,73
"TA3  5",5773,2676,1990,820,222,65
"TA3  6",4606,2253,1555,601,158,39
"TA3  7",4033,2043,1369,505,91,25
"TA4  1",5280,2787,1774,539,144,36
"TA4  2",4234,1943,1484,596,162,49
"TA4  3",5375,2610,1799,698,205,63
"TA4  4",3960,1564,1447,651,238,60
"TA5  1",5260,2311,1937,774,176,62
"TA5  2",4895,2260,1725,701,161,48
"TA6  3",9569,4109,3460,1395,486,119
"TA6  4",12650,5428,4591,1877,593,161
"TA6  5",5934,2565,2192,899,219,59
"TA6  6",11145,5056,3821,1620,531,117
"TA6  7",7022,3284,2484,971,230,53
"TA7  0",4917,2348,1742,583,176,68
"TA7  8",5948,2599,2119,899,258,73
"TA7  9",4117,1986,1427,519,156,29
"TA8  1",7558,3195,2580,1273,420,90
"TA8  2",9380,3582,3353,1835,488,122
"TA9  3",8188,3203,2889,1423,525,148
"TA9  4",4192,1958,1472,563,153,46
"TD12 4",1163,516,412,170,48,17
"TD15 1",5448,2231,1970,862,279,106
"TD15 2",11713,4874,4236,1866,591,146
"TF1  1",4312,1794,1507,661,257,93
"TF1  2",7106,3110,2432,1075,378,111
"TF1  3",7596,3234,2755,1151,358,98
"TF1  5",8583,3992,2856,1165,435,135
"TF1  6",9547,4647,3115,1215,449,121
"TF10 7",10514,4885,3639,1397,460,133
"TF10 8",4503,2453,1418,485,101,46
"TF10 9",3381,1611,1165,441,126,38
"TF11 8",6357,2856,2264,885,274,78
"TF11 9",3550,1688,1319,409,115,19
"TF12 5",5609,2368,2004,876,283,78
"TF13 6",3696,1723,1278,533,116,46
"TF2  0",2639,1116,877,423,163,60
"TF2  6",6938,2805,2491,1113,430,99
"TF2  7",7869,3496,2696,1138,414,125
"TF2  8",10334,4842,3499,1333,510,150
"TF2  9",11033,5508,3775,1284,363,103
"TF3  1",10859,4822,3861,1468,543,165
"TF3  2",9044,4227,3075,1177,437,128
"TF3  5",4051,2072,1428,375,138,38
"TF4  2",9126,4173,3059,1240,497,157
"TF4  3",9072,4106,3144,1221,450,151
"TF5  0",5346,2861,1823,483,141,38
"TF6  5",1435,652,553,172,48,10
"TF6  6",3562,1626,1176,528,181,51
"TF7  4",5915,2361,2159,939,352,104
"TF7  5",11716,5041,3952,1845,682,196
"TF8  7",2903,1372,1021,353,130,27
"TF9  1",6282,2764,2236,923,271,88
"TF9  2",6121,2895,2236,729,201,60
"TF9  3",8252,4028,2803,1020,328,73
"TF9  4",4810,2327,1666,588,178,51
"TN1  1",3831,2202,1230,291,91,17
"TN1  2",7416,3923,2464,758,220,51
"TN10 3",7971,3582,2824,1166,308,91
"TN10 4",8312,3760,3009,1168,301,74
"TN11 0",4404,2078,1557,587,146,36
"TN11 8",3689,2158,1116,316,81,18
"TN11 9",5779,3059,1892,625,161,42
"TN12 0",5947,2871,2109,691,232,44
"TN12 5",3306,1631,1142,390,112,31
"TN12 6",10404,4901,3797,1277,346,83
"TN12 7",2863,1526,1014,253,59,11
"TN12 8",2435,1355,784,217,68,11
"TN12 9",4520,2258,1504,563,143,52
"TN13 1",5429,3279,1491,458,134,67
"TN13 2",9270,5415,2802,777,220,56
"TN13 3",10294,5760,3139,1064,267,64
"TN14 5",6698,3475,2267,703,199,54
"TN14 6",3324,1828,1065,331,76,24
"TN14 7",4948,2542,1649,594,120,43
"TN15 0",4231,2391,1363,353,94,30
"TN15 6",9660,4663,3289,1246,350,112
"TN15 7",3440,1668,1164,458,122,28
"TN15 8",5065,2498,1762,614,146,45
"TN15 9",1942,1130,628,147,30,7
"TN16 1",5023,2682,1679,499,131,32
"TN16 2",2509,1288,856,265,77,23
"TN16 3",11761,5964,4062,1331,332,72
"TN17 1",2552,1436,789,248,58,21
"TN17 2",3581,1859,1181,383,124,34
"TN17 3",4799,2317,1654,581,199,48
"TN17 4",3788,2021,1226,412,96,33
"TN18 4",3963,1956,1321,521,134,31
"TN18 5",2649,1377,898,300,56,18
"TN19 7",5000,2377,1793,645,137,48
"TN2  3",9910,4539,3588,1314,365,104
"TN2  4",8619,4219,3010,1023,302,65
"TN2  5",9899,5273,3249,1024,281,72
"TN20 6",3718,1918,1248,421,111,20
"TN21 0",5862,2720,2111,755,211,65
"TN21 8",7152,3410,2516,923,247,56
"TN21 9",2969,1478,1039,355,82,15
"TN22 1",6310,2921,2256,847,234,52
"TN22 2",3391,1637,1232,391,105,26
"TN22 3",4230,2208,1391,441,138,52
"TN22 4",3480,1823,1135,400,92,30
"TN22 5",8772,4550,3052,901,205,64
"TN23 1",1721,764,603,262,67,25
"TN23 3",13916,7592,4652,1215,330,127
"TN23 4",5160,2331,1875,685,207,62
"TN23 5",14538,6823,5145,1842,583,145
"TN23 6",1529,634,530,257,84,24
"TN23 7",3032,1337,1113,447,114,21
"TN24 0",14213,6577,5045,1877,545,169
"TN24 8",6051,2852,2114,781,207,97
"TN24 9",11355,5321,3971,1533,420,110
"TN25 4",4842,2611,1616,488,97,30
"TN25 5",3585,1740,1216,458,130,41
"TN25 6",4976,2294,1800,658,179,45
"TN25 7",2153,1042,764,275,58,14
"TN26 1",2730,1279,895,387,139,30
"TN26 2",3484,1594,1257,474,118,41
"TN26 3",4968,2240,1814,706,154,54
"TN27 0",4069,1782,1471,585,182,49
"TN27 8",3875,1957,1352,407,127,32
"TN27 9",4460,2140,1541,593,148,38
"TN28 8",8455,3310,3107,1441,442,155
"TN29 0",7442,2478,2794,1487,517,166
"TN29 9",6315,2574,2317,1016,313,95
"TN3  0",5602,3066,1769,592,141,34
"TN3  8",1706,919,569,174,27,17
"TN3  9",4414,2484,1332,450,118,30
"TN30 6",5626,2498,1973,838,235,82
"TN30 7",3681,1679,1340,508,123,31
"TN31 6",6443,2785,2401,944,240,73
"TN31 7",7099,2827,2615,1205,364,88
"TN32 5",5238,2666,1754,579,188,51
"TN33 0",8195,3799,2886,1107,314,89
"TN33 9",4550,2219,1560,579,160,32
"TN34 1",5736,2161,2088,1041,350,96
"TN34 2",12297,4863,4572,2047,619,196
"TN34 3",11658,4761,4104,1876,723,194
"TN35 4",6721,2594,2552,1144,343,88
"TN35 5",10486,4493,4000,1415,441,137
"TN36 4",2303,853,851,429,128,42
"TN37 6",10187,3731,3787,1709,741,219
"TN37 7",10374,4630,3713,1436,463,132
"TN38 0",14113,5597,4982,2384,864,286
"TN38 8",4684,2120,1744,578,181,61
"TN38 9",10238,3993,3595,1687,736,227
"TN39 3",10315,3664,3928,2003,562,158
"TN39 4",9871,3565,3876,1781,495,154
"TN39 5",5582,2254,1947,956,318,107
"TN4  0",9053,4542,2989,1142,306,74
"TN4  8",9096,4421,3097,1127,357,94
"TN4  9",14090,7717,4573,1354,350,96
"TN40 1",7293,2269,2602,1716,555,151
"TN40 2",10129,3839,3712,1752,641,185
"TN5  6",4883,2750,1485,486,126,36
"TN5  7",3873,1963,1328,439,116,27
"TN6  1",8075,3905,2848,1020,227,75
"TN6  2",10317,5221,3669,1073,280,74
"TN6  3",6038,2993,2165,684,156,40
"TN7  4",2151,1122,733,233,54,9
"TN8  5",5213,2393,1821,762,185,52
"TN8  6",4838,2494,1644,533,136,31
"TN8  7",2629,1480,824,249,55,21
"TN9  1",7019,3805,2295,696,174,49
"TN9  2",11016,5579,3823,1234,304,76
"TQ1  1",8188,3587,2699,1246,481,175
"TQ1  2",4401,1689,1588,797,248,79
"TQ1  3",8995,3638,2989,1635,570,163
"TQ1  4",10117,4538,3431,1501,523,124
"TQ10 9",4029,1889,1337,575,165,63
"TQ11 0",4133,1839,1418,623,195,58
"TQ12 1",11294,5208,3869,1605,467,145
"TQ12 2",5195,2454,1735,715,235,56
"TQ12 3",10451,4844,3570,1516,404,117
"TQ12 4",8588,3826,3017,1261,369,115
"TQ12 5",8912,4022,3077,1366,332,115
"TQ12 6",8554,4051,2994,1070,328,111
"TQ13 0",6075,2941,2022,826,227,59
"TQ13 7",5492,2600,1897,723,210,62
"TQ13 8",3836,1804,1349,513,133,37
"TQ13 9",7731,3543,2705,1144,263,76
"TQ14 0",1762,744,664,279,59,16
"TQ14 8",7484,2832,2750,1345,450,107
"TQ14 9",10215,4330,3664,1589,491,141
"TQ2  5",4816,1878,1679,853,310,96
"TQ2  6",10317,4789,3444,1457,475,152
"TQ2  7",10884,5230,3655,1382,474,143
"TQ2  8",7527,2967,2611,1270,520,159
"TQ3  1",8322,3690,2947,1246,350,89
"TQ3  2",8401,3314,2884,1489,558,156
"TQ3  3",13645,5734,4622,2129,862,298
"TQ4  5",5806,2219,2029,1046,403,109
"TQ4  6",4100,1355,1518,871,279,77
"TQ4  7",8741,3670,3088,1412,443,128
"TQ5  0",5974,2338,2130,1027,357,122
"TQ5  8",5028,1768,1879,963,336,82
"TQ5  9",8302,3369,2824,1426,546,137
"TQ6  0",3203,1556,1125,395,97,30
"TQ6  9",5064,2071,1848,833,252,60
"TQ7  1",5887,2537,2133,871,271,75
"TQ7  2",3869,1688,1404,606,134,37
"TQ7  3",3693,1661,1328,509,145,50
"TQ7  4",3043,1470,1035,399,112,27
"TQ8  8",2071,900,779,306,72,14
"TQ9  5",8076,3670,2647,1243,401,115
"TQ9  6",4674,2242,1576,625,185,46
"TQ9  7",4509,2277,1527,521,138,46
"TR1  1",8673,4302,2760,1181,337,93
"TR1  2",3237,1675,1034,393,109,26
"TR1  3",8624,4190,2717,1221,386,110
"TR10 8",7093,3364,2385,948,315,81
"TR10 9",4165,2284,1318,421,109,33
"TR11 2",8326,3759,2725,1243,471,128
"TR11 3",4708,2517,1572,442,153,24
"TR11 4",6783,3150,2319,983,262,69
"TR11 5",9009,4418,2941,1189,317,144
"TR12 6",4128,1859,1424,599,204,42
"TR12 7",5456,2555,1811,776,251,63
"TR13 0",4280,2117,1446,526,147,44
"TR13 8",10090,5041,3270,1275,390,114
"TR13 9",5453,2444,1795,884,261,69
"TR14 0",4673,2211,1575,645,177,65
"TR14 7",8751,3705,2791,1517,569,169
"TR14 8",8832,3762,2972,1431,523,144
"TR14 9",2376,1044,787,369,130,46
"TR15 1",6060,2581,1983,949,406,141
"TR15 2",6140,2727,2087,882,331,113
"TR15 3",7894,3522,2557,1213,488,114
"TR16 4",5380,2335,1800,848,295,102
"TR16 5",5115,2307,1663,785,282,78
"TR16 6",3665,1625,1283,542,155,60
"TR17 0",1447,519,514,289,92,33
"TR18 2",5246,2137,1744,910,356,99
"TR18 3",6371,2657,2070,1091,410,143
"TR18 4",4719,1784,1610,943,313,69
"TR18 5",3536,1517,1176,588,201,54
"TR19 6",3300,1369,1171,535,160,65
"TR19 7",5733,2423,2021,896,307,86
"TR2  4",5322,2639,1703,719,186,75
"TR2  5",4143,1946,1385,622,149,41
"TR20 8",4709,2137,1578,681,251,62
"TR20 9",4584,2083,1558,666,214,63
"TR21 0",1723,854,605,203,50,11
"TR22 0",169,94,57,16,1,1
"TR24 0",175,105,54,16,0,0
"TR25 0",136,82,38,13,2,1
"TR26 1",3741,1578,1221,647,229,66
"TR26 2",6225,2745,2039,997,317,127
"TR26 3",1676,762,581,239,81,13
"TR27 4",7292,3045,2454,1210,441,142
"TR27 5",4287,1891,1477,632,220,67
"TR27 6",3187,1530,1046,424,146,41
"TR3  6",7899,3738,2712,1041,319,89
"TR3  7",4500,2128,1468,674,178,52
"TR4  8",6028,2889,1969,879,225,66
"TR4  9",5019,2510,1659,643,154,53
"TR5  0",3884,2005,1214,479,144,42
"TR6  0",3516,1657,1101,526,180,52
"TR7  1",6213,3037,1994,789,304,89
"TR7  2",8389,3797,2791,1267,418,116
"TR7  3",5587,2570,1832,816,295,74
"TR8  4",3506,1720,1067,500,171,48
"TR8  5",4467,2225,1422,599,180,41
"TR9  6",8224,3964,2671,1109,379,101
"TS1  1",148,27,31,48,35,7
"TS1  2",1453,599,506,201,113,34
"TS1  3",5898,2973,1873,711,275,66
"TS1  4",8514,3775,2953,1212,421,153
"TS1  5",1189,301,345,301,177,65
"TS10 1",6995,2715,2497,1190,462,131
"TS10 2",11089,5528,3720,1320,392,129
"TS10 3",5437,2293,1909,847,299,89
"TS10 4",8928,3419,2922,1598,733,256
"TS10 5",4624,1834,1596,762,332,100
"TS11 6",3893,1589,1418,630,208,48
"TS11 7",4389,1673,1608,759,285,64
"TS11 8",3663,1547,1367,574,145,30
"TS12 1",5958,2436,2006,1063,349,104
"TS12 2",12848,5592,4418,1906,709,223
"TS12 3",3708,1582,1172,567,302,85
"TS13 4",7988,3009,2767,1408,638,166
"TS13 5",2381,961,855,401,125,39
"TS14 6",6875,2856,2290,1214,406,109
"TS14 7",5767,2777,1985,732,228,45
"TS14 8",4985,2383,1790,619,158,35
"TS15 0",2404,1244,826,269,51,14
"TS15 9",10398,5282,3562,1192,291,71
"TS16 0",7444,3774,2425,912,240,93
"TS16 9",3005,1487,1052,356,87,23
"TS17 0",13994,7326,4581,1490,467,130
"TS17 5",10340,6755,2919,529,110,27
"TS17 6",4371,1992,1411,589,257,122
"TS17 7",2160,889,768,341,124,38
"TS17 8",6499,2967,2095,913,411,113
"TS17 9",7755,3178,2596,1248,569,164
"TS18 1",2329,870,775,427,192,65
"TS18 2",3341,1062,1183,663,329,104
"TS18 3",6007,2884,1894,812,316,101
"TS18 4",6292,3001,2121,832,264,74
"TS18 5",6908,3208,2411,983,248,58
"TS19 0",12340,5083,4226,1981,827,223
"TS19 7",8982,3975,3192,1360,352,103
"TS19 8",10013,4492,3281,1420,630,190
"TS19 9",5780,2403,1938,938,383,118
"TS2  1",773,324,266,113,55,15
"TS20 1",11234,5028,3898,1639,525,144
"TS20 2",9503,4041,3211,1474,571,206
"TS21 1",3934,1844,1393,507,159,31
"TS21 2",2977,1350,1090,394,110,33
"TS21 3",3171,1528,1025,411,155,52
"TS21 4",2588,1093,850,431,170,44
"TS22 5",8506,3933,2970,1238,274,91
"TS23 1",5989,2568,2056,913,341,111
"TS23 2",7748,3424,2545,1199,449,131
"TS23 3",14796,6620,5061,2103,749,263
"TS23 4",1692,677,624,264,97,30
"TS24 0",6441,2522,2093,1178,492,156
"TS24 7",1320,488,407,263,115,47
"TS24 8",6147,2450,2052,1015,493,137
"TS24 9",7932,3238,2583,1363,588,160
"TS25 1",9183,4088,2954,1400,574,167
"TS25 2",7798,3240,2726,1285,424,123
"TS25 3",5621,2283,1818,976,421,123
"TS25 4",5822,2305,1784,1049,533,151
"TS25 5",10403,4233,3582,1749,623,216
"TS26 0",12751,6438,3970,1639,554,150
"TS26 8",5546,2301,1819,935,384,107
"TS26 9",7153,3252,2396,1035,368,102
"TS27 3",5389,2686,1786,665,199,53
"TS27 4",6938,2689,2245,1258,587,159
"TS28 5",5277,2196,1707,861,397,116
"TS29 6",6266,2476,2018,1109,516,147
"TS3  0",7213,2916,2349,1200,546,202
"TS3  6",3122,1199,1069,535,242,77
"TS3  7",7171,3093,2264,1132,512,170
"TS3  8",4484,1953,1384,679,350,118
"TS3  9",7663,3212,2358,1213,662,218
"TS4  2",8428,3682,2757,1243,573,173
"TS4  3",8801,3927,2664,1372,618,220
"TS5  4",5796,2603,1854,853,374,112
"TS5  5",8076,4195,2667,867,280,67
"TS5  6",7896,3565,2692,1081,431,127
"TS5  7",6444,3159,2206,791,219,69
"TS5  8",11505,5128,4053,1668,495,161
"TS6  0",10184,4429,3393,1617,562,183
"TS6  6",3150,1205,982,603,279,81
"TS6  7",4725,2088,1475,730,313,119
"TS6  8",2917,1193,929,487,235,73
"TS6  9",9374,3885,2994,1609,684,202
"TS7  0",6536,3267,2141,825,238,65
"TS7  8",9241,4314,3213,1261,365,88
"TS7  9",6010,2544,2029,930,391,116
"TS8  0",9474,4485,2909,1356,514,210
"TS8  9",11537,5461,3740,1517,646,173
"TS9  5",5323,2542,1787,739,194,61
"TS9  6",5196,2416,1841,674,205,60
"TS9  7",2218,1172,751,237,43,15
"TW1  1",8117,5139,2282,537,133,26
"TW1  2",6153,3791,1752,451,119,40
"TW1  3",3764,2259,1160,266,66,13
"TW1  4",7358,4472,2225,509,122,30
"TW10 5",2986,1696,883,315,76,16
"TW10 6",8397,5168,2411,585,178,55
"TW10 7",7769,4077,2515,827,278,72
"TW11 0",6598,3756,2022,583,182,55
"TW11 8",8507,5064,2574,668,170,31
"TW11 9",8305,4900,2407,757,185,56
"TW12 1",7030,3767,2239,732,228,64
"TW12 2",9427,5165,2967,911,285,99
"TW12 3",6553,3070,2320,846,244,73
"TW13 4",12679,6284,4670,1276,354,95
"TW13 5",9537,4449,3480,1140,369,99
"TW13 6",8306,3617,3141,1089,357,102
"TW13 7",5736,2730,2064,676,205,61
"TW14 0",6093,2770,2195,844,206,78
"TW14 8",9711,4463,3542,1221,367,118
"TW14 9",12219,5565,4388,1523,545,198
"TW15 1",10483,4961,3871,1279,311,61
"TW15 2",8024,3787,2948,958,257,74
"TW15 3",8955,4259,3300,1043,274,79
"TW16 5",5046,2554,1781,533,132,46
"TW16 6",5601,2805,1928,669,152,47
"TW16 7",9496,4731,3241,1096,326,102
"TW17 0",5308,2607,1862,621,162,56
"TW17 8",6423,3004,2297,859,220,43
"TW17 9",2511,1142,933,321,95,20
"TW18 1",8919,4348,3103,1078,299,91
"TW18 2",7545,3717,2658,919,200,51
"TW18 3",4396,2230,1523,496,121,26
"TW18 4",5313,2765,1854,524,140,30
"TW19 5",3954,2011,1384,413,110,36
"TW19 6",1371,634,538,134,50,15
"TW19 7",10694,4677,3957,1470,471,119
"TW2  5",9427,5290,2960,845,254,78
"TW2  6",10633,5629,3506,1111,282,105
"TW2  7",10585,5608,3413,1168,295,101
"TW20 0",10297,5779,3363,868,218,69
"TW20 8",7854,3991,2713,864,216,70
"TW20 9",6694,3672,2167,660,157,38
"TW3  1",8341,4252,2994,800,228,67
"TW3  2",10436,5099,3867,1086,312,72
"TW3  3",12504,5957,4602,1366,464,115
"TW3  4",8887,4280,3206,1007,308,86
"TW4  5",9918,4750,3542,1139,365,122
"TW4  6",5731,2553,2122,726,252,78
"TW4  7",11580,5316,4120,1446,542,156
"TW5  0",13955,6332,5122,1755,556,190
"TW5  9",15508,7037,5632,1983,644,212
"TW7  4",7975,3891,2897,860,233,94
"TW7  5",9162,4729,3208,898,247,80
"TW7  6",10529,5314,3638,1101,366,110
"TW7  7",9874,4915,3299,1131,409,120
"TW8  0",8715,4358,2952,944,356,105
"TW8  8",5007,2373,1769,571,225,69
"TW8  9",5945,2975,2067,644,193,66
"TW9  1",4073,2300,1271,371,101,30
"TW9  2",6466,3976,1860,449,143,38
"TW9  3",4529,2730,1324,366,61,48
"TW9  4",6563,3914,1899,580,135,35
"UB1  1",10330,4605,3680,1344,518,183
"UB1  2",20011,8825,7271,2717,907,291
"UB1  3",10033,4458,3391,1460,535,189
"UB10 0",10714,5314,3704,1213,377,106
"UB10 8",12043,6244,4093,1332,296,78
"UB10 9",10737,5380,3779,1189,306,83
"UB2  4",12999,5960,4296,1803,710,230
"UB2  5",19240,8745,7006,2392,800,297
"UB3  1",9967,4770,3544,1192,349,112
"UB3  2",14063,6369,5008,1781,659,246
"UB3  3",7647,3710,2643,908,294,92
"UB3  4",10406,5008,3719,1199,374,106
"UB3  5",6050,2870,2329,624,180,47
"UB4  0",14378,6698,5273,1724,524,159
"UB4  8",13011,6182,4649,1613,446,121
"UB4  9",12227,5966,4351,1308,452,150
"UB5  4",16225,7601,5953,1926,561,184
"UB5  5",12826,5831,4739,1577,522,157
"UB5  6",16904,7944,5978,2049,676,257
"UB6  0",12639,5836,4796,1474,389,144
"UB6  7",8723,3998,3296,1056,285,88
"UB6  8",14624,6575,5505,1841,556,147
"UB6  9",15378,7153,5650,1892,537,146
"UB7  0",3777,1723,1426,448,136,44
"UB7  7",9033,4291,3166,1129,348,99
"UB7  8",7132,3265,2569,871,327,100
"UB7  9",9710,4715,3423,1107,358,107
"UB8  1",5018,2537,1699,546,180,56
"UB8  2",12336,6196,4331,1287,407,115
"UB8  3",19250,9863,6440,2112,651,184
"UB9  4",2411,1240,825,254,70,22
"UB9  5",4728,2153,1599,718,196,62
"UB9  6",7399,3416,2606,962,309,106
"W10  4",10506,4884,3289,1396,663,274
"W10  5",11896,5318,3775,1742,773,288
"W10  6",11800,5831,3587,1504,631,247
"W11  1",10660,5193,3295,1330,619,223
"W11  2",7039,4309,1809,650,207,64
"W11  3",4796,2918,1398,335,93,52
"W11  4",9004,4505,2692,1157,467,183
"W12  0",14703,7509,4594,1706,632,262
"W12  7",11324,5754,3534,1314,519,203
"W12  8",9038,4693,2870,944,372,159
"W12  9",13884,7597,4231,1351,523,182
"W13  0",10500,5360,3498,1098,407,137
"W13  8",7384,3996,2504,644,192,48
"W13  9",14527,7864,4790,1343,409,121
"W14  0",11591,6752,3462,948,337,92
"W14  8",11738,6755,3507,962,375,139
"W14  9",14151,8094,4202,1258,433,164
"W1B  1",508,290,164,43,8,3
"W1D  3",252,136,72,29,13,2
"W1D  4",415,234,150,26,3,2
"W1D  6",656,339,229,60,23,5
"W1D  7",221,118,66,24,9,4
"W1F  0",979,474,290,125,69,21
"W1F  7",531,293,156,51,19,12
"W1G  6",847,545,233,58,9,2
"W1G  7",323,199,93,23,7,1
"W1G  8",1431,921,407,79,21,3
"W1G  9",330,220,87,18,3,2
"W1H  1",1114,662,331,76,25,20
"W1H  2",1862,1134,546,121,44,17
"W1H  4",782,355,263,109,39,16
"W1H  5",1210,704,354,84,44,24
"W1H  7",1321,816,356,95,36,18
"W1J  5",309,162,120,20,5,2
"W1J  6",152,94,43,12,2,1
"W1J  7",787,477,235,52,16,7
"W1J  8",280,182,75,19,3,1
"W1K  1",318,199,103,13,3,0
"W1K  2",599,358,184,47,8,2
"W1K  3",287,140,102,36,6,3
"W1K  4",144,88,40,12,2,2
"W1K  5",232,104,90,22,12,4
"W1K  6",847,425,288,83,41,10
"W1K  7",588,377,160,35,14,2
"W1S  1",151,96,43,7,4,1
"W1T  1",454,252,133,39,20,10
"W1T  2",636,386,183,48,12,7
"W1T  3",207,126,49,15,13,4
"W1T  4",702,421,226,39,11,5
"W1T  5",1809,1178,464,111,40,16
"W1T  6",252,142,80,21,7,2
"W1U  1",357,227,93,35,1,1
"W1U  2",247,165,65,13,3,1
"W1U  3",543,342,152,36,11,2
"W1U  4",1156,742,313,70,25,6
"W1U  5",1273,742,386,108,30,7
"W1U  6",1320,822,384,81,26,7
"W1U  8",755,489,198,47,18,3
"W1W  5",1532,839,440,155,70,28
"W1W  6",2030,1115,634,180,73,28
"W1W  7",872,488,250,96,26,12
"W2   1",7437,3743,2342,780,412,160
"W2   2",5924,3314,1799,497,220,94
"W2   3",7567,4647,2270,449,150,51
"W2   4",7975,5056,2172,507,182,58
"W2   5",11008,5816,3194,1193,604,201
"W2   6",8461,4475,2502,903,395,186
"W3   0",6796,3591,2243,677,218,67
"W3   6",12772,6451,4294,1355,512,160
"W3   7",13762,7223,4512,1351,505,171
"W3   8",11021,5212,3622,1337,629,221
"W3   9",8068,4126,2640,919,293,90
"W4   1",8352,5212,2284,621,183,52
"W4   2",9953,5632,2982,959,298,82
"W4   3",11543,6715,3397,1023,309,99
"W4   4",5135,3007,1516,449,117,46
"W4   5",9035,5180,2724,755,284,92
"W5   1",10117,5488,3232,1029,280,88
"W5   2",10175,5503,3309,955,321,87
"W5   3",10249,5563,3309,959,322,96
"W5   4",14521,7812,4743,1395,434,137
"W5   5",4881,2669,1572,457,129,54
"W6   0",12160,6826,3428,1249,488,169
"W6   7",6062,3468,1859,483,188,64
"W6   8",8872,4916,2617,842,368,129
"W6   9",8634,4690,2571,902,351,120
"W7   1",9780,4627,3314,1241,460,138
"W7   2",7737,4132,2519,785,228,73
"W7   3",11442,5630,3975,1309,410,118
"W8   4",3714,2376,1007,251,58,22
"W8   5",4982,3269,1317,292,72,32
"W8   6",5993,3812,1609,392,130,50
"W8   7",5847,3670,1644,380,122,31
"W9   1",13037,7408,3676,1241,518,194
"W9   2",11046,5898,3307,1169,481,191
"W9   3",13486,6559,4182,1688,769,288
"WA1  1",809,336,296,126,40,11
"WA1  2",2214,907,730,343,157,77
"WA1  3",10056,4693,3481,1339,440,103
"WA1  4",8454,4320,2763,1015,273,83
"WA10 1",2309,880,820,410,162,37
"WA10 2",4791,1918,1466,859,432,116
"WA10 3",9461,4307,2985,1409,587,173
"WA10 4",8230,3795,2672,1122,506,135
"WA10 5",6049,2748,1909,966,337,89
"WA10 6",7808,3719,2470,1050,431,138
"WA11 0",16250,7198,5228,2405,1129,290
"WA11 7",6603,2711,2067,1116,567,142
"WA11 8",5910,2672,1995,881,289,73
"WA11 9",11753,5345,3763,1742,726,177
"WA12 0",4310,2040,1363,615,229,63
"WA12 8",7921,3587,2600,1146,463,125
"WA12 9",9802,4613,3145,1314,582,148
"WA13 0",6748,3843,1960,680,210,55
"WA13 9",6082,3444,1858,575,162,43
"WA14 1",3101,1669,938,366,97,31
"WA14 2",5621,3158,1646,599,161,57
"WA14 3",4388,2656,1213,398,99,22
"WA14 4",6833,3634,2158,734,214,93
"WA14 5",7747,4337,2445,716,201,48
"WA15 0",4983,2948,1507,429,80,19
