
"QS406EW - Household size"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All household spaces with at least one usual resident"
"Units      :","Household spaces"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Household size","1 person in household","2 people in household","3 people in household","4 people in household","5 people in household","6 people in household","7 people in household","8 or more people in household"
"TN2  3",4198,1359,1331,701,509,162,106,19,11
"TN2  4",3437,923,1247,529,507,172,51,7,1
"TN2  5",4185,1232,1522,616,562,180,53,16,4
"TN20 6",1608,487,633,221,180,59,22,2,4
"TN21 0",2391,637,926,322,349,112,37,6,2
"TN21 8",3107,928,1168,433,405,140,27,5,1
"TN21 9",1222,288,503,187,158,62,22,2,0
"TN22 1",2729,826,964,418,375,108,31,5,2
"TN22 2",1424,351,578,213,195,71,12,2,2
"TN22 3",1674,362,720,265,223,74,23,7,0
"TN22 4",1379,312,565,187,214,76,22,0,3
"TN22 5",3513,841,1304,544,586,163,61,10,4
"TN23 1",777,281,251,111,92,27,7,6,2
"TN23 3",5067,916,1660,1010,1018,350,80,25,8
"TN23 4",2089,597,651,392,275,104,54,7,9
"TN23 5",5640,1440,1810,981,859,358,132,39,21
"TN23 6",650,200,221,99,87,29,9,1,4
"TN23 7",1219,330,377,222,200,68,15,5,2
"TN24 0",5744,1514,1960,975,885,297,87,18,8
"TN24 8",2528,835,819,392,321,113,31,10,7
"TN24 9",4635,1162,1713,748,678,261,59,12,2
"TN25 4",1854,323,720,352,322,92,40,5,0
"TN25 5",1583,483,613,212,185,69,19,2,0
"TN25 6",2048,494,829,325,269,99,24,6,2
"TN25 7",852,156,371,158,111,35,12,5,4
"TN26 1",1084,213,472,167,152,54,21,3,2
"TN26 2",1423,342,557,229,205,68,18,2,2
"TN26 3",2070,550,826,289,251,108,39,5,2
"TN27 0",1750,475,708,269,194,74,27,2,1
"TN27 8",1570,349,653,214,233,90,26,4,1
"TN27 9",1912,506,762,293,244,84,19,3,1
"TN28 8",3623,1048,1459,513,377,154,58,9,5
"TN29 0",3349,987,1452,442,298,118,43,5,4
"TN29 9",2668,772,1022,397,267,128,60,18,4
"TN3  0",2187,518,824,282,375,134,49,4,1
"TN3  8",667,145,252,106,100,45,19,0,0
"TN3  9",1719,385,639,270,276,117,26,5,1
"TN30 6",2546,862,958,316,285,92,26,6,1
"TN30 7",1567,391,659,212,213,77,12,1,2
"TN31 6",2855,794,1269,375,280,95,31,9,2
"TN31 7",3359,1264,1233,411,273,103,56,13,6
"TN32 5",2052,547,813,293,256,92,43,8,0
"TN33 0",3534,1134,1283,481,390,179,48,9,10
"TN33 9",1766,392,701,279,240,101,45,4,4
"TN34 1",3157,1678,886,310,179,62,33,6,3
"TN34 2",5348,1616,2101,717,599,205,88,18,4
"TN34 3",5530,2315,1690,774,431,184,105,20,11
"TN35 4",2961,832,1330,355,280,111,42,8,3
"TN35 5",4420,1337,1498,747,522,202,89,16,9
"TN36 4",1122,408,453,138,73,30,13,4,3
"TN37 6",5323,2736,1450,590,337,123,53,24,10
"TN37 7",4283,1154,1562,706,566,205,68,16,6
"TN38 0",6808,3166,2094,774,468,164,96,29,17
"TN38 8",1904,468,665,372,271,89,33,5,1
"TN38 9",4197,1248,1371,684,497,247,115,18,17
"TN39 3",5129,1968,2141,508,309,130,53,16,4
"TN39 4",4552,1447,1986,522,377,127,68,18,7
"TN39 5",2354,750,795,355,259,110,65,17,3
"TN4  0",3619,992,1201,579,543,211,78,8,7
"TN4  8",3938,1294,1376,565,456,156,78,8,5
"TN4  9",5665,1585,1803,924,882,338,113,14,6
"TN40 1",4028,2184,1239,364,152,54,21,9,5
"TN40 2",4427,1500,1627,584,498,144,58,14,2
"TN5  6",2023,564,719,314,296,102,20,5,3
"TN5  7",1519,385,559,217,213,90,43,8,4
"TN6  1",3389,932,1366,443,462,145,33,6,2
"TN6  2",4202,1028,1549,710,626,212,63,8,6
"TN6  3",2298,541,880,381,344,111,32,6,3
"TN7  4",893,223,351,144,131,30,12,2,0
"TN8  5",2236,676,814,341,279,97,19,8,2
"TN8  6",2035,549,767,306,287,80,38,6,2
"TN8  7",1018,218,390,160,160,64,19,4,3
"TN9  1",2838,890,991,415,369,127,36,8,2
"TN9  2",4422,1093,1525,801,688,239,60,11,5
"TQ1  1",3865,1486,1391,511,325,104,28,15,5
"TQ1  2",2370,1052,982,183,113,28,9,3,0
"TQ1  3",4225,1801,1392,483,345,144,41,12,7
"TQ1  4",4461,1531,1498,711,493,146,65,8,9
"TQ10 9",1703,489,660,231,208,87,20,4,4
"TQ11 0",1785,559,649,284,196,67,23,5,2
"TQ12 1",4766,1460,1651,769,621,183,61,14,7
"TQ12 2",2470,980,785,361,239,72,23,6,4
"TQ12 3",4463,1218,1706,699,622,173,33,6,6
"TQ12 4",3701,1001,1471,569,449,142,57,8,4
"TQ12 5",3844,1047,1592,520,459,161,51,7,7
"TQ12 6",3134,705,1251,530,468,130,37,8,5
"TQ13 0",2529,667,967,376,370,107,34,6,2
"TQ13 7",2366,678,931,333,277,107,32,7,1
"TQ13 8",1709,514,704,228,188,58,11,5,1
"TQ13 9",3506,1059,1523,382,384,114,32,9,3
"TQ14 0",855,296,383,84,59,26,5,1,1
"TQ14 8",3683,1454,1486,369,260,83,26,2,3
"TQ14 9",4406,1278,1754,646,502,163,48,12,3
"TQ2  5",2525,1322,772,254,112,41,16,4,4
"TQ2  6",4366,1257,1633,636,574,188,64,9,5
"TQ2  7",4529,1194,1703,752,617,193,49,14,7
"TQ2  8",3169,890,1177,497,365,162,59,11,8
"TQ3  1",3560,855,1547,548,428,131,44,6,1
"TQ3  2",3765,1398,1333,455,366,149,46,7,11
"TQ3  3",5882,1847,2062,891,671,291,101,15,4
"TQ4  5",2754,1135,915,323,245,91,32,8,5
"TQ4  6",2036,864,835,176,106,32,16,1,6
"TQ4  7",3766,1006,1526,565,457,148,41,16,7
"TQ5  0",2650,735,1181,359,246,89,30,9,1
"TQ5  8",2437,862,1034,268,179,69,20,4,1
"TQ5  9",3816,1277,1478,511,368,134,38,9,1
"TQ6  0",1422,474,647,127,110,47,13,2,2
"TQ6  9",2527,960,1005,305,175,55,13,11,3
"TQ7  1",2727,978,980,356,299,87,21,6,0
"TQ7  2",1834,553,849,212,144,58,14,1,3
"TQ7  3",1742,570,797,155,154,44,18,2,2
"TQ7  4",1366,394,601,169,138,47,12,4,1
"TQ8  8",1035,410,430,93,57,29,14,2,0
"TQ9  5",3848,1505,1283,516,379,122,31,4,8
"TQ9  6",2013,595,795,264,231,91,26,8,3
"TQ9  7",1889,475,788,262,222,94,39,5,4
"TR1  1",3909,1367,1258,600,495,136,42,10,1
"TR1  2",1521,513,593,208,144,48,11,3,1
"TR1  3",3822,1230,1383,590,427,146,39,5,2
"TR10 8",3146,976,1159,487,348,130,35,7,4
"TR10 9",1213,301,476,187,143,57,26,11,12
"TR11 2",3528,1110,1163,521,458,197,52,20,7
"TR11 3",1956,651,589,258,263,132,55,5,3
"TR11 4",3194,1179,1109,431,345,88,29,7,6
"TR11 5",3963,1174,1584,534,452,147,53,8,11
"TR12 6",1800,501,738,265,203,62,21,6,4
"TR12 7",2095,602,876,269,225,89,29,2,3
"TR13 0",1712,382,676,284,234,88,38,4,6
"TR13 8",4272,1143,1623,688,580,170,56,8,4
"TR13 9",2432,739,944,348,263,102,33,2,1
"TR14 0",1981,521,788,306,257,77,23,3,6
"TR14 7",3713,1047,1392,578,427,178,68,17,6
"TR14 8",3884,1256,1355,598,446,162,56,10,1
"TR14 9",989,260,357,174,134,42,20,2,0
"TR15 1",2661,898,879,430,304,104,35,7,4
"TR15 2",2677,851,973,391,325,95,33,5,4
"TR15 3",3374,1004,1196,539,413,149,50,13,10
"TR16 4",2337,665,916,350,257,97,44,8,0
"TR16 5",2169,596,832,325,283,84,33,7,9
"TR16 6",1524,384,602,242,203,61,24,6,2
"TR17 0",684,273,251,69,63,20,3,3,2
"TR18 2",2619,1127,845,339,224,69,11,2,2
"TR18 3",2781,946,957,384,327,101,49,12,5
"TR18 4",2439,1104,854,277,144,43,16,1,0
"TR18 5",1638,547,655,215,149,53,14,4,1
"TR19 6",1519,508,608,193,149,46,12,2,1
"TR19 7",2595,889,955,372,259,74,41,4,1
"TR2  4",2248,622,832,342,326,89,30,5,2
"TR2  5",1955,692,777,199,182,77,20,6,2
"TR20 8",1994,540,799,311,243,72,22,6,1
"TR20 9",1970,535,817,303,214,68,24,6,3
"TR21 0",772,265,297,92,86,28,3,0,1
"TR22 0",68,17,23,12,12,3,1,0,0
"TR24 0",95,41,35,12,7,0,0,0,0
"TR25 0",54,13,23,6,9,1,0,1,1
"TR26 1",1821,734,641,225,156,41,19,3,2
"TR26 2",2732,894,1042,368,296,96,26,8,2
"TR26 3",727,197,348,89,71,18,4,0,0
"TR27 4",3130,1019,1087,451,387,122,48,10,6
"TR27 5",1778,490,704,239,229,77,32,3,4
"TR27 6",1351,346,550,209,161,63,16,4,2
"TR3  6",3451,928,1453,486,378,156,39,8,3
"TR3  7",1966,549,817,252,241,73,27,4,3
"TR4  8",2641,806,960,385,349,103,32,4,2
"TR4  9",2020,505,724,332,287,124,38,6,4
"TR5  0",1750,538,698,222,200,72,17,2,1
"TR6  0",1614,519,630,225,165,56,13,4,2
"TR7  1",2771,1033,917,402,272,104,36,2,5
"TR7  2",3704,1131,1405,576,426,125,30,4,7
"TR7  3",2365,700,875,377,287,93,28,3,2
"TR8  4",1392,358,583,185,179,52,27,3,5
"TR8  5",1882,485,749,300,228,77,33,7,3
"TR9  6",3329,819,1239,560,494,146,49,16,6
"TS1  1",130,114,14,2,0,0,0,0,0
"TS1  2",551,285,121,65,44,20,12,4,0
"TS1  3",1910,636,446,288,210,159,102,34,35
"TS1  4",3640,1254,1056,638,408,179,70,13,22
"TS1  5",783,539,159,36,29,12,8,0,0
"TS10 1",3177,1190,991,485,361,119,25,4,2
"TS10 2",4586,1154,1627,837,763,164,37,2,2
"TS10 3",2422,762,858,429,269,74,27,3,0
"TS10 4",3945,1375,1298,605,434,148,65,15,5
"TS10 5",2075,702,684,365,207,82,28,3,4
"TS11 6",1777,522,746,248,209,44,7,1,0
"TS11 7",2032,695,719,315,217,75,9,2,0
"TS11 8",1588,381,693,267,166,69,8,3,1
"TS12 1",2865,1186,992,333,258,65,26,5,0
"TS12 2",5480,1460,2095,923,712,221,49,13,7
"TS12 3",1635,507,586,275,194,51,16,3,3
"TS13 4",3500,1145,1202,561,372,159,43,13,5
"TS13 5",1088,375,394,157,100,38,21,3,0
"TS14 6",3222,1218,1070,469,344,99,14,4,4
"TS14 7",2383,577,919,411,377,83,9,7,0
"TS14 8",2155,495,998,309,280,59,12,2,0
"TS15 0",1049,260,467,137,140,35,7,2,1
"TS15 9",4424,1170,1838,667,566,149,27,5,2
"TS16 0",3028,710,1153,545,463,120,28,6,3
"TS16 9",1310,353,527,204,157,57,11,1,0
"TS17 0",5626,1280,2072,1023,901,274,51,14,11
"TS17 5",3452,430,923,835,908,278,62,9,7
"TS17 6",1810,738,557,278,146,61,23,3,4
"TS17 7",929,325,288,152,91,49,19,3,2
"TS17 8",2565,630,871,476,369,163,40,8,8
"TS17 9",3317,933,1235,563,405,135,34,8,4
"TS18 1",1114,562,278,110,78,40,28,12,6
"TS18 2",1236,648,304,146,81,35,13,8,1
"TS18 3",2444,900,744,336,251,137,40,17,19
"TS18 4",2589,755,837,429,392,133,28,6,9
"TS18 5",2845,671,1143,448,418,127,28,6,4
"TS19 0",5319,1629,1858,873,614,245,80,14,6
"TS19 7",3825,1004,1488,655,498,147,19,9,5
"TS19 8",4039,1061,1349,771,553,215,76,7,7
"TS19 9",2290,622,688,441,335,148,41,14,1
"TS2  1",315,101,94,46,42,19,9,3,1
"TS20 1",5056,1557,1928,781,556,185,37,9,3
"TS20 2",4205,1453,1400,669,452,172,45,7,7
"TS21 1",1585,361,629,278,218,73,22,2,2
"TS21 2",1299,302,584,200,166,42,3,1,1
"TS21 3",1358,394,507,198,205,42,9,0,3
"TS21 4",1110,314,402,190,141,47,13,2,1
"TS22 5",3538,751,1514,604,508,127,29,4,1
"TS23 1",2429,650,830,441,319,155,26,8,0
"TS23 2",3236,882,1111,599,445,148,45,5,1
"TS23 3",6098,1647,2091,1110,886,280,64,15,5
"TS23 4",699,184,234,143,90,38,9,1,0
"TS24 0",3197,1474,919,404,253,109,28,1,9
"TS24 7",656,300,198,63,54,31,8,0,2
"TS24 8",2713,944,837,462,286,127,47,8,2
"TS24 9",3383,1043,1138,574,428,133,49,13,5
"TS25 1",3936,1241,1320,653,491,162,50,17,2
"TS25 2",3463,930,1463,539,411,95,16,4,5
"TS25 3",2518,889,767,439,288,101,25,4,5
"TS25 4",2556,954,720,454,272,113,29,7,7
"TS25 5",4675,1559,1628,761,519,156,42,8,2
"TS26 0",5296,1389,1858,969,828,188,50,10,4
"TS26 8",2721,1177,828,368,217,78,38,8,7
"TS26 9",2927,950,907,491,342,128,63,23,23
"TS27 3",2220,514,837,422,328,96,19,3,1
"TS27 4",3147,1000,1170,509,351,90,23,2,2
"TS28 5",2259,647,785,417,288,98,21,3,0
"TS29 6",2690,808,931,464,343,113,23,7,1
"TS3  0",3227,1113,1064,510,361,132,42,4,1
"TS3  6",1498,591,504,200,137,44,18,2,2
"TS3  7",2911,835,910,517,425,165,49,10,0
"TS3  8",1758,474,532,329,254,125,33,4,7
"TS3  9",3137,1039,872,507,390,219,81,24,5
"TS4  2",3437,1187,999,519,365,209,114,18,26
"TS4  3",3562,1130,1081,569,495,212,60,10,5
"TS5  4",2328,591,775,443,341,128,40,6,4
"TS5  5",3066,777,1003,525,412,198,106,24,21
"TS5  6",3161,967,1005,485,389,205,64,23,23
"TS5  7",2631,692,948,412,379,133,48,12,7
"TS5  8",4839,1322,1799,776,608,236,69,21,8
"TS6  0",4458,1323,1588,780,562,165,31,7,2
"TS6  6",1377,517,413,210,134,61,36,5,1
"TS6  7",1938,559,601,366,268,93,36,10,5
"TS6  8",1240,406,377,255,124,56,21,1,0
"TS6  9",4282,1432,1473,756,452,139,27,2,1
"TS7  0",2663,599,1083,421,405,109,34,9,3
"TS7  8",4065,1129,1645,629,471,148,34,6,3
"TS7  9",2704,888,931,442,325,83,26,9,0
"TS8  0",4047,1303,1290,658,567,181,39,5,4
"TS8  9",4843,1430,1641,820,654,209,67,13,9
"TS9  5",2375,713,928,325,298,84,23,3,1
"TS9  6",2446,813,962,332,247,80,10,2,0
"TS9  7",959,243,411,131,126,36,9,3,0
"TW1  1",3472,1037,1178,548,527,145,30,3,4
"TW1  2",2843,1071,974,362,299,110,25,1,1
"TW1  3",1714,620,554,250,212,58,14,4,2
"TW1  4",2927,996,975,416,407,109,21,2,1
"TW10 5",1359,510,415,205,134,76,18,1,0
"TW10 6",3909,1600,1264,489,396,124,31,3,2
"TW10 7",3210,1000,934,562,464,182,55,8,5
"TW11 0",2835,975,853,422,435,109,36,3,2
"TW11 8",3778,1286,1222,548,530,153,36,1,2
"TW11 9",3478,1140,1012,513,586,187,36,3,1
"TW12 1",2911,873,930,489,448,123,37,6,5
"TW12 2",3887,1096,1275,661,650,157,43,2,3
"TW12 3",2916,1000,944,464,358,116,23,6,5
"TW13 4",4875,1270,1413,1011,740,282,118,26,15
"TW13 5",3383,749,901,705,550,293,132,30,23
"TW13 6",3339,1026,907,640,455,205,72,23,11
"TW13 7",2353,687,729,427,318,137,41,8,6
"TW14 0",2187,496,601,444,360,174,74,15,23
"TW14 8",3780,1062,1119,667,537,237,103,24,31
"TW14 9",4449,1125,1182,881,689,360,154,34,24
"TW15 1",4300,1177,1395,760,684,221,48,14,1
"TW15 2",3290,905,1123,545,480,186,40,5,6
"TW15 3",3447,872,1131,607,578,188,49,11,11
"TW16 5",2089,552,747,333,327,97,25,6,2
"TW16 6",2247,588,752,400,354,121,26,4,2
"TW16 7",3806,1051,1213,664,575,215,65,17,6
"TW17 0",2181,556,755,407,324,110,28,1,0
"TW17 8",2845,918,1018,405,360,109,26,6,3
"TW17 9",1193,424,440,154,144,18,12,1,0
"TW18 1",3548,896,1172,659,591,180,36,11,3
"TW18 2",3399,1107,1209,515,417,112,27,11,1
"TW18 3",1865,544,635,318,255,81,27,4,1
"TW18 4",2313,748,755,395,291,84,31,6,3
"TW19 5",1556,373,564,257,226,81,33,16,6
"TW19 6",550,129,205,90,83,34,5,2,2
"TW19 7",4323,1327,1250,754,604,255,89,30,14
"TW2  5",3975,1185,1260,677,630,179,37,3,4
"TW2  6",4231,1072,1383,765,712,218,66,9,6
"TW2  7",4173,1135,1288,726,691,243,71,15,4
"TW20 0",3225,1020,928,477,519,193,75,7,6
"TW20 8",3152,878,996,573,491,155,42,12,5
"TW20 9",2817,953,831,416,375,160,62,13,7
"TW3  1",3050,778,751,646,525,195,109,27,19
"TW3  2",3564,687,958,724,657,331,148,29,30
"TW3  3",4208,939,1063,774,699,393,224,66,50
"TW3  4",2864,576,667,499,557,311,158,59,37
"TW4  5",3450,867,796,608,625,334,137,49,34
"TW4  6",1790,376,381,356,310,207,106,27,27
"TW4  7",3646,737,846,620,617,435,259,64,68
"TW5  0",4538,956,1033,819,861,479,269,70,51
"TW5  9",4823,889,1007,923,930,610,307,86,71
"TW7  4",3076,904,832,560,443,192,93,31,21
"TW7  5",3304,783,903,621,571,253,114,34,25
"TW7  6",4222,1214,1301,778,574,230,93,20,12
"TW7  7",3848,1101,1109,671,580,224,97,35,31
"TW8  0",4085,1554,1304,667,340,152,52,11,5
"TW8  8",2286,914,674,334,229,86,37,5,7
"TW8  9",2190,777,636,341,251,103,51,13,18
"TW9  1",2152,988,714,237,148,47,15,2,1
"TW9  2",3035,1052,1143,389,340,83,22,5,1
"TW9  3",2042,757,655,284,244,81,18,3,0
"TW9  4",2721,804,846,469,410,145,36,9,2
"UB1  1",2766,485,429,414,521,426,305,86,100
"UB1  2",5714,1077,961,975,1121,783,494,156,147
"UB1  3",2948,675,605,496,523,287,207,77,78
"UB10 0",4015,961,1218,722,702,270,100,25,17
"UB10 8",4649,1106,1541,782,790,319,85,19,7
"UB10 9",3802,783,1043,699,845,288,103,25,16
"UB2  4",4045,996,788,633,672,470,308,102,76
"UB2  5",5569,956,1003,937,1123,791,498,140,121
"UB3  1",3212,676,754,596,571,352,171,48,44
"UB3  2",4651,1050,1105,788,833,499,249,54,73
"UB3  3",2549,584,606,441,445,254,146,32,41
"UB3  4",3225,535,735,625,633,382,204,72,39
"UB3  5",2286,626,648,386,357,149,82,17,21
"UB4  0",4347,756,876,746,925,617,280,84,63
"UB4  8",4475,903,1168,877,899,416,141,34,37
"UB4  9",4504,1110,1239,871,775,299,130,45,35
"UB5  4",5729,1338,1473,1061,1050,503,194,60,50
"UB5  5",4841,1419,1199,877,732,380,163,37,34
"UB5  6",6257,1803,1506,1141,906,555,229,73,44
"UB6  0",4096,831,939,756,807,443,214,59,47
"UB6  7",2920,629,677,545,587,265,154,34,29
"UB6  8",5199,1336,1275,947,872,442,212,63,52
"UB6  9",5274,1267,1279,938,939,478,240,73,60
"UB7  0",1358,404,370,238,178,109,42,9,8
"UB7  7",3619,1024,1179,624,483,207,76,15,11
"UB7  8",2727,756,746,493,416,205,81,24,6
"UB7  9",3390,726,906,684,607,276,124,45,22
"UB8  1",2247,844,677,315,272,103,25,7,4
"UB8  2",4641,1516,1343,750,598,272,116,26,20
"UB8  3",5933,1507,1717,1016,947,486,192,37,31
"UB9  4",942,246,287,177,141,64,18,6,3
"UB9  5",2124,726,759,309,221,81,21,5,2
"UB9  6",3008,899,1004,477,414,133,56,16,9
"W10  4",4165,1336,1178,664,513,275,125,40,34
"W10  5",5345,2145,1500,742,544,243,119,29,23
"W10  6",5354,2207,1450,790,543,234,100,21,9
"W11  1",5142,2322,1417,690,407,179,92,15,20
"W11  2",3607,1720,1040,414,270,104,39,14,6
"W11  3",2256,972,703,273,182,82,33,6,5
"W11  4",4279,1935,1095,549,423,182,64,19,12
"W12  0",5691,1814,1503,1032,725,318,204,59,36
"W12  7",4473,1412,1207,768,602,262,154,28,40
"W12  8",4229,1751,1272,580,382,136,63,18,27
"W12  9",5952,2232,1712,876,683,248,100,60,41
"W13  0",4290,1411,1218,702,570,235,103,22,29
"W13  8",3128,1023,970,508,404,155,54,5,9
"W13  9",5954,1860,1695,1041,921,307,95,17,18
"W14  0",5529,2200,1808,745,510,202,47,9,8
"W14  8",5465,2165,1687,742,523,253,68,23,4
"W14  9",6788,2797,2161,898,605,205,84,17,21
"W1B  1",270,127,83,38,16,3,1,1,1
"W1D  3",136,79,48,3,5,1,0,0,0
"W1D  4",234,116,84,21,4,8,0,0,1
"W1D  6",348,185,99,34,17,9,3,0,1
"W1D  7",144,97,33,6,6,1,0,0,1
"W1F  0",581,335,167,34,24,19,1,1,0
"W1F  7",341,215,91,16,13,2,4,0,0
"W1G  6",428,183,167,45,24,9,0,0,0
"W1G  7",167,75,55,20,11,4,1,0,1
"W1G  8",781,356,270,99,45,9,1,1,0
"W1G  9",168,70,66,13,12,7,0,0,0
"W1H  1",602,322,158,68,33,12,9,0,0
"W1H  2",937,417,294,102,85,26,11,1,1
"W1H  4",436,231,131,41,18,8,7,0,0
"W1H  5",538,249,164,65,40,12,4,4,0
"W1H  7",748,407,201,72,52,13,3,0,0
"W1J  5",145,60,45,18,10,9,3,0,0
"W1J  6",104,70,27,2,3,2,0,0,0
"W1J  7",451,239,140,34,28,7,2,1,0
"W1J  8",190,123,52,8,6,1,0,0,0
"W1K  1",173,97,41,19,5,6,5,0,0
"W1K  2",310,158,80,42,20,7,2,1,0
"W1K  3",154,98,23,13,7,2,11,0,0
"W1K  4",78,36,30,5,5,0,1,1,0
"W1K  5",148,100,26,12,7,2,1,0,0
"W1K  6",484,259,154,36,19,9,4,1,2
"W1K  7",314,163,82,36,22,7,3,0,1
"W1S  1",104,64,34,5,1,0,0,0,0
"W1T  1",282,155,91,29,5,2,0,0,0
"W1T  2",345,176,93,42,26,5,2,1,0
"W1T  3",138,89,37,6,4,2,0,0,0
"W1T  4",228,125,69,20,7,3,2,1,1
"W1T  5",596,248,144,67,103,23,6,5,0
"W1T  6",144,79,41,15,6,2,0,0,1
"W1U  1",213,118,66,18,10,1,0,0,0
"W1U  2",145,75,51,9,8,1,1,0,0
"W1U  3",286,131,94,29,24,8,0,0,0
"W1U  4",684,359,232,54,27,9,3,0,0
"W1U  5",623,310,196,64,36,9,4,2,2
"W1U  6",716,325,255,77,50,5,1,1,2
"W1U  8",382,173,126,41,25,6,7,1,3
"W1W  5",691,358,188,83,38,13,4,7,0
"W1W  6",994,526,308,96,47,12,3,1,1
"W1W  7",485,255,158,49,14,7,1,1,0
"W2   1",3248,1466,806,413,337,126,67,19,14
"W2   2",2967,1443,781,324,267,107,36,6,3
"W2   3",3981,1986,1231,423,217,83,28,7,6
"W2   4",4300,2235,1291,416,217,109,25,3,4
"W2   5",5251,2314,1530,603,513,198,59,23,11
"W2   6",4183,1891,1209,511,349,152,53,13,5
"W3   0",2322,568,525,404,439,209,140,18,19
"W3   6",5384,1981,1468,812,617,257,190,36,23
"W3   7",5493,1870,1465,859,655,320,227,43,54
"W3   8",4446,1604,1134,715,533,248,136,37,39
"W3   9",3272,1139,887,500,399,211,89,22,25
"W4   1",3551,1138,1088,573,522,179,39,6,6
"W4   2",4491,1676,1412,639,477,211,58,12,6
"W4   3",5107,1764,1589,811,636,240,55,8,4
"W4   4",2491,969,879,315,228,72,24,2,2
"W4   5",4093,1491,1282,659,462,137,36,16,10
"W5   1",3948,1130,1125,700,667,232,78,7,9
"W5   2",4484,1672,1466,682,416,165,61,8,14
"W5   3",4170,1342,1312,627,518,232,93,21,25
"W5   4",5696,1606,1703,1023,882,326,107,27,22
"W5   5",2213,851,701,310,242,81,19,7,2
"W6   0",5446,2082,1665,773,602,202,90,13,19
"W6   7",2713,1058,839,348,276,114,62,12,4
"W6   8",3928,1626,969,553,514,169,71,19,7
"W6   9",3793,1405,1138,571,411,164,74,21,9
"W7   1",3684,1093,870,698,590,264,110,34,25
"W7   2",2979,840,811,517,516,208,57,18,12
"W7   3",4473,1340,1190,832,650,294,111,34,22
"W8   4",1831,856,554,174,157,65,18,1,6
"W8   5",2190,848,672,281,250,102,25,10,2
"W8   6",2832,1202,881,329,270,108,32,7,3
"W8   7",2635,1034,819,324,289,121,41,5,2
"W9   1",6117,2423,1857,911,597,228,88,8,5
"W9   2",5358,2262,1708,722,394,174,75,13,10
"W9   3",6028,2370,1816,830,530,268,144,34,36
"WA1  1",423,214,126,46,18,12,2,4,1
"WA1  2",1063,493,332,139,75,16,5,2,1
"WA1  3",4502,1404,1603,779,539,133,36,7,1
"WA1  4",3332,696,1231,650,584,123,38,5,5
"WA10 1",1205,567,350,156,96,29,5,1,1
"WA10 2",2396,1109,703,284,213,64,16,6,1
"WA10 3",4168,1389,1357,701,486,170,50,11,4
"WA10 4",3701,1212,1285,626,417,125,27,7,2
"WA10 5",2643,753,1039,390,343,95,19,3,1
"WA10 6",3271,889,1149,592,475,128,28,6,4
"WA11 0",6949,1920,2515,1277,890,262,66,15,4
"WA11 7",2958,948,1057,488,312,114,33,5,1
"WA11 8",2608,713,1053,429,317,88,5,3,0
"WA11 9",4957,1257,1833,923,729,175,33,5,2
"WA12 0",1831,543,630,287,250,90,26,2,3
"WA12 8",3330,945,1163,595,437,136,45,5,4
"WA12 9",4411,1485,1464,748,516,153,32,9,4
"WA13 0",2838,813,1028,413,421,123,32,5,3
"WA13 9",2560,672,941,419,406,99,16,5,2
"WA14 1",1497,581,491,230,148,36,9,0,2
"WA14 2",2539,909,909,309,266,115,25,3,3
"WA14 3",1679,377,595,268,301,103,26,5,4
"WA14 4",2926,904,1057,448,348,123,33,11,2
"WA14 5",3143,761,1095,622,471,143,38,5,8
"WA15 0",1793,342,606,303,316,147,56,15,8
"WA15 6",5024,1183,1705,922,906,244,51,7,6
"WA15 7",4339,1276,1450,673,644,205,70,14,7
"WA15 8",3603,953,1273,571,557,192,39,11,7
"WA15 9",2309,612,718,387,427,130,29,4,2
"WA16 0",2616,815,969,398,313,90,29,2,0
"WA16 6",1363,453,543,178,143,36,7,3,0
"WA16 7",1421,442,546,228,134,56,13,2,0
"WA16 8",3371,1025,1258,508,415,130,31,2,2
"WA16 9",1535,335,665,216,225,63,27,3,1
"WA2  0",7456,2165,2618,1332,901,326,94,11,9
"WA2  7",3829,1728,1154,540,299,84,17,5,2
"WA2  8",2327,595,778,433,392,99,22,4,4
"WA2  9",4203,1343,1359,688,516,213,63,9,12
"WA3  1",1414,361,539,248,206,49,11,0,0
"WA3  2",4106,1009,1589,694,602,161,41,4,6
"WA3  3",4404,1355,1524,722,509,213,60,13,8
"WA3  4",1926,514,718,281,310,82,19,1,1
"WA3  5",1933,547,699,323,266,75,15,6,2
"WA3  6",4323,1483,1443,679,525,139,48,4,2
"WA3  7",1954,474,805,326,267,62,16,3,1
"WA4  1",4643,1751,1506,706,448,174,45,11,2
"WA4  2",5545,1491,2040,897,844,222,44,4,3
"WA4  3",1726,507,554,283,276,82,21,3,0
"WA4  4",1222,268,482,194,197,66,12,2,1
"WA4  5",2823,500,1139,477,535,141,27,2,2
"WA4  6",3980,1280,1482,624,467,99,24,3,1
"WA5  0",2513,813,758,452,294,140,45,7,4
"WA5  1",5636,1635,1980,970,737,217,80,9,8
"WA5  2",4121,947,1645,669,633,169,50,4,4
"WA5  3",4276,855,1467,863,826,214,37,11,3
"WA5  4",1643,423,667,278,198,55,18,4,0
"WA5  7",610,79,200,146,134,35,15,0,1
"WA5  8",2592,576,806,486,511,159,41,5,8
"WA5  9",2243,580,798,403,354,79,21,8,0
"WA6  0",1665,503,581,270,241,51,15,3,1
"WA6  6",1966,486,803,304,270,75,25,3,0
